aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio,Mean patch size,Percent cover of landscape,Administrative fraction,Sport and cultural fraction
41,0.71443624,40.98052334,22.38087962,60.37632906,3,12120.32272,81.33651055,0.027356899,39.70000076,5615.828857,1.802510023,607.786438,15.17137718,1010.629181,2543.139771,13.38832283,13.38832283,1396.365356,10705,19.20025317,6135,0.7497875,-2.632062674,11.88866901,20002328.58,435698.7102,116.2449959,40.15499902,39.70000076,0,0,0.945385172,9.519929299,8.462159377,7.404389455,0,45.48410665,3.173309766,1.176218578,0,0,0,0,0.401866575,0,0.202994926,0.132351285,0,0,0.002499889,0.383758083,1.340219303,5.420187633,5.73331145,4780,5.056140228,3.837855666,0,0.945385172,0.069646419,0.773668948,0.818363743,12120.32272,60.37632906,0.383758083,0
42,0.516379677,46.20972762,28.26280591,47.5589961,5,15498.07605,54.85947337,0.026337087,40,5614.724609,1.804170549,607.8762207,15.1727047,1010.703766,2543.584351,13.38539791,13.38539791,1395.848755,11275,18.1958038,5219,0.746112857,-2.566583849,11.80700646,21059908,436550.3865,116.2549959,40.15499902,40,0,0,0.945382639,39.13759199,9.519954809,6.34663654,1.057772757,27.50209167,3.17331827,1.331891349,0.003124951,0,0.196993882,0,0,0,0.428061458,0.077664783,0,0,0.000624974,0.725106542,1.137411563,6.407310806,6.777478813,4132,4.37071703,4.378278986,0.132407708,0.945382639,0.082174946,0.99446745,1.051920576,15498.07605,47.5589961,0.725106542,1.057772757
43,0.497346441,45.11224797,31.38517137,85.32637755,0,16023.39219,98.98314321,0.022117643,40.20000076,5613.757324,1.804358721,607.3618164,15.18193102,1010.929718,2543.95813,13.39015198,13.39015198,1395.528503,11839,27.06119728,6051.811182,0.6726325,-2.759284019,11.73823929,20162082,437402.0624,116.2649959,40.15499902,40.20000076,0,0,0.945380139,35.96436881,5.288877766,7.404428873,5.288877766,6.34665332,2.115551107,1.336031355,4.45E-06,0,0,0,0,0.006884665,0.282069749,0.045611771,0,0,0.001250012,0.965685879,0.57422236,3.123416003,3.30387309,3129,3.309779706,3.882921662,2.214095583,0.945380139,0.139722493,1.706414862,1.805003924,16023.39219,85.32637755,0.965685879,5.288877766
44,0.803939268,42.01352255,31.06020407,25.8336003,5,12277.63213,97.97611158,0.027516252,40.29999924,5613.585449,1.808113754,606.4393311,15.17303514,1010.871735,2545.516846,13.3730793,13.3730793,1394.767517,118852.678,21.64716975,6561,0.85018,-2.663275719,11.86130905,19870606,438253.738,116.2749959,40.15499902,40.29999924,0,0,0.945377674,29.61779274,12.69333975,4.231113249,0,51.8311373,3.173334937,1.203298035,0.008125051,0,0.214320864,0,0,0,0.326780288,0.038666617,0,0,0,0.730136991,1.090130576,6.026982552,6.375211431,3722,3.937050878,4.634896234,5.497707909,0.945377674,0.029761459,0.377496085,0.399307172,12277.63213,25.8336003,0.730136991,0
45,0.817952322,43.12875811,23.72375587,75.65668196,3,12950.34578,97.45793166,0.023869129,40.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,10665,16.91780535,7682,0.68516875,-2.531642914,12.0278492,20121788,439105.4133,116.2849959,40.15499902,40.29999924,0,0,0.945375242,21.15562067,4.231124133,8.462248266,0,34.9067741,4.231124133,1.29171111,0.01499991,0,0.965047564,0,8.67E-05,0.005627584,0.296877099,0.062511222,0,0,0,0.001230229,0.669380553,2.617834294,2.769095465,5059,5.351314247,1.924308758,5.492826316,0.945375242,0.115475355,1.336331733,1.413546362,12950.34578,75.65668196,0.001230229,0
46,0.640516591,40.40741908,21.45458931,120.9954546,1,16585.48848,54.94672156,0.027687004,40.20000076,5613.607422,1.809407353,604.6999512,15.17754507,1011.07135,2546.87561,13.36935997,13.36935997,1394.333435,9527,10.13753867,6566,0.728304286,-2.557061434,12.00161552,19490302,439957.0883,116.2949959,40.15499902,40.20000076,0,0,0.945372844,72.98707645,5.288918583,53.94696955,1.057783717,203.0944736,1.057783717,1.031138572,0.01185422,0.163837209,0.518641797,0,0.243527224,0.008124978,0.269392967,0.12873694,0,0,0.000625039,0,1.694390746,2.365876047,2.502585158,12579,13.30586137,2.920393516,3.60816255,0.945372844,0.123099383,1.337385005,1.414664081,16585.48848,120.9954546,0,1.057783717
47,0.637467848,38.37743153,20.91334788,48.89360396,2,9360.103754,128.5222932,0.028630588,40.09999847,5612.664795,1.810389757,603.6511536,15.18089104,1011.185059,2547.646729,13.36631632,13.36631632,1393.882874,9859,7.398149014,7892,0.75221875,-2.556994915,12.00640011,14466857,440808.763,116.3049959,40.15499902,40.09999847,0,0,0.945370479,8.462290897,4.231145449,7.404504535,0,27.50244542,0,1.128604916,0.02439958,0.401435399,0,0,0.06833177,0.010007016,0.320967966,0.050638761,0,0,0.017479762,0.471800092,1.627392521,2.736644501,2.894785232,3551,3.756199372,3.039635011,0.072076527,0.945370479,0.119549011,1.226828322,1.297722267,9360.103754,48.89360396,0.471800092,0
48,1.457246748,28.88231494,8.776529606,15.40113518,0,21985.30578,33.27174972,0.022489357,39.70000076,5611.722656,1.81181109,602.4802551,15.18139458,1011.244568,2548.570679,13.35987806,13.35987806,1393.366882,10028,6.082557281,7809,0.957077143,-2.800175905,11.71270752,20002328.58,441660.4374,116.3149959,40.15499902,39.70000076,0,0,0.945368149,0,0,0,0,0,0,0,0.001864768,0,0,0,0,0.00812531,0.727368294,0.049376703,0,0,0.003770827,0.997646139,0.454295008,0,0,12,0.012693468,0.371626145,0,0.945368149,0.014493505,0.122496556,0.129575505,21985.30578,15.40113518,0.997646139,0
49,1.611285476,26.8919022,2.106547734,14.44113299,0,21008.13004,37.45767231,0.022641768,39.20000076,5610.007813,1.810624361,601.449585,15.1942873,1011.478455,2548.644043,13.36894226,13.36894226,1393.159546,118852.678,3.849913875,6640,0.92200625,-2.566583849,11.80700646,12797708,442512.1114,116.3249959,40.15499902,39.20000076,0,0,0.945365852,3.17337462,0,1.05779154,0,1.05779154,0,0.950270539,0.007489758,0,0,0,0,0,0.823855642,0.033696283,0,0,0,0.611083211,0.611501549,0,0,208,0.22002064,0,0,0.945365852,0.01370102,0.101516017,0.107382784,21008.13004,14.44113299,0.611083211,0
50,0.700708521,34.34600781,18.18957155,19.43708536,0,21008.07975,43.76992169,0.022913548,39.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,9432,4.147866488,8053,0.880165714,-2.825195074,11.68625069,10699694,443363.7852,116.3349959,40.15499902,39.29999924,0,0,0.945363589,0,0,0,0,3.173382216,0,-1.00E-10,0.005020444,0,0,0,0,0.001250016,0.67927984,0.025673317,0,0,0,0.651937185,0.670554602,0,0,94,0.099432643,0,0,0.945363589,0.028822838,0.266772239,0.282190093,21008.07975,19.43708536,0.651937185,0
51,0.574768583,40.63564595,19.37111008,8.512845085,0,47268.06797,10.93313092,0.01115333,38.90000153,5609.208984,1.811054945,599.5828247,15.19989014,1011.636597,2549.6521,13.36704445,13.36704445,1392.774292,12734,15.47140574,6176,0.95042,-2.77402401,11.75295544,11193951,444215.4586,116.3449959,40.15499902,38.90000153,0,0,0.945361359,0,0,0,0,1.057796566,0,-1.00E-10,0.00062497,0,0,0,0,0,0.6469546,0.001864593,0,0,0,0.50070024,0.644422812,0,0,20,0.021155931,0,0,0.945361359,0.015850412,0.177111588,0.187348029,47268.06797,8.512845085,0.50070024,0
52,0.747483563,27.99813623,6.951374085,14.14726406,0,18907.18328,46.89010318,0.017606946,38.90000153,5608.513184,1.810506344,597.2662964,15.2107439,1011.896118,2550.639893,13.37016201,13.37016201,1392.52002,11165,9.527270397,8217,0.89191,-2.910324812,11.58954239,12220829,445067.1318,116.3549959,40.15499902,38.90000153,0,0,0.945359164,1.057799023,0,1.057799023,0,0,0,0.69314718,0.011206471,0,0,0,0,0,0.710219718,0.056850251,0,0,0.006874599,0.569671592,0.811149992,0.018059174,0.019102976,81,0.085681721,0,0,0.945359164,0.049068503,0.387930401,0.410352399,18907.18328,14.14726406,0.569671592,0
53,1.181498261,27.30243079,0,0.545852826,0,21007.93338,43.04611176,0.025080508,38.79999924,5607.715332,1.811832309,595.1957397,15.21067619,1011.947083,2551.946777,13.36156273,13.36156273,1392.004028,9760.5,4.27722617,8657,0.996158333,-2.985646486,11.50062275,16225862,445918.8047,116.3649959,40.15499902,38.79999924,0,0,0.945357002,0,0,0,0,2.115602884,0,-1.00E-10,0.001916289,0,0,0,0,0.001249992,0.72920635,0.09500694,0,0,0,0.397240256,0.840994543,0.556146866,0.588292957,90,0.09520213,0,0,0.945357002,1.89E-05,0.000139703,0.000147779,21007.93338,0.545852826,0.397240256,0
54,0.719267177,31.38077408,13.11915699,159.9696545,0,25298.64382,49.86146133,0.017838841,38.40000153,5607.02002,1.812181234,592.6925049,15.21585655,1012.099609,2553.230225,13.35799885,13.35799885,1391.619141,118852.678,4.367692232,6051.811182,0.834245333,-3.141961336,11.31212234,20002328.58,446767.1993,116.3749578,40.15495119,38.40000153,0,0,0.936049821,7.478234429,0,0,0,10.68319204,0,0.677494404,0.003789502,0,0,0,0,0,0.360109733,0.042930796,0,0,0.006955022,0.837413272,0.707221676,0,0,1325,1.415522945,0.893900922,0,0.936049821,0.076953212,0.645762264,0.689880228,25298.64382,159.9696545,0.837413272,0
55,0.661106378,28.1904237,6.521861747,27.50706966,0,15015.21867,87.95612697,0.023623098,38.5,5608.039551,1.815455198,588.9905396,15.20676231,1012.108032,2556.17334,13.33183384,13.33183384,1390.882446,9396,6.592481136,8224,0.904720548,-3.090254545,11.3783884,16851196,447610.7343,116.3848674,40.15437552,38.5,0,0,0.825837027,8.476248669,6.054463335,0,1.210892667,20.58517534,1.210892667,1.181303738,0.004295385,0,0.210858381,0,0,0.011457871,0.26871746,0.113772937,0,0,0,0.693736465,1.256917705,0,0,1174,1.421587991,1.912238464,0,0.825837027,0.029192888,0.194208896,0.235166128,15015.21867,27.50706966,0.693736465,1.210892667
56,0.522372914,31.72331734,10.50463943,137.3150978,1,13727.39667,61.27256272,0.031992063,38.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,9695,8.387877464,6729,0.810596226,-2.566583849,11.80700646,16895214,448460.1347,116.3948466,40.1537117,38.59999847,0,0,0.70009723,21.42559541,0,0,0,68.56190531,0,0.548874384,0,0,0.248822112,0,0,0,0.29068415,0.184936836,0,0,0.010971459,0.553563613,1.394260692,1.446657313,2.066366285,673,0.961295047,0.135765446,0,0.70009723,0.121592006,0.773977933,1.105529204,13727.39667,137.3150978,0.553563613,0
57,0.422589268,30.31848108,8.520490848,85.29208598,1,7525.22266,108.2894861,0.037814607,38.70000076,5607.395996,1.815683246,586.1687622,15.21168804,1012.258362,2557.609619,13.32702446,13.32702446,1390.498535,9841,9.244143581,7789,0.726942308,-3.251372337,11.18342495,19207798,449322.0062,116.4049701,40.15326298,38.70000076,0,0,0.617068258,11.34396383,3.241132523,6.482265045,0,63.20208419,1.620566261,0.886674044,0.005745015,0,0.398119402,0,0,0.002872639,0.213686666,0.138507177,0,0,0.023933182,0.392844965,1.473079994,1.562272958,2.531766847,1347,2.182902754,0.637961127,0,0.617068258,0.112828045,0.609469394,0.987685538,7525.22266,85.29208598,0.392844965,0
58,0.442493887,35.18923268,20.02958043,28.13079882,0,8016.524739,127.7488982,0.04701947,38.59999847,5606.853516,1.81493175,582.9505005,15.22185135,1012.510559,2559.015625,13.327281,13.327281,1390.245728,10311,8.613177776,7593,0.810538462,-3.310948133,11.11266422,20051010,450185.3042,116.4151052,40.15339607,38.59999847,0,0,0.641321979,10.91495415,3.11855833,4.677837495,0,1.559279165,3.11855833,1.395397092,0.009212734,0,0.439788273,0.000658478,0,0,0.30555326,0.259672206,0,0,0.034073653,0.43701735,1.598571312,0,0,522,0.813943724,0.160790816,0,0.641321979,0.05136889,0.34094012,0.531620826,8016.524739,28.13079882,0.43701735,0
59,0.597523998,30.51882262,12.03054208,69.09666281,0,8893.599834,171.2266918,0.038596043,38.79999924,5606.206543,1.816053152,580.0340576,15.2210722,1012.554626,2560.730225,13.31586552,13.31586552,1389.731445,118852.678,7.940412998,7344,0.662542373,-3.299405336,11.12880039,19355514,451040.1138,116.4251367,40.15400681,38.79999924,0,0,0.755955986,15.87394005,11.90545504,11.90545504,2.645656675,15.87394005,9.259798362,1.692698821,0.012505258,0,0.746176233,0,0,0,0.27051976,0.14761104,0,0,0.025830547,0.129687742,1.268699701,0,0,1280,1.693220272,0.285345034,0,0.755955986,0.115990023,0.766880796,1.014451648,8893.599834,69.09666281,0.129687742,2.645656675
60,0.671997291,28.03627845,7.323282267,140.3513739,0,13230.2009,84.73149587,0.031111917,38.70000076,5605.796387,1.814293146,576.2848511,15.2362957,1012.90741,2562.18335,13.32069016,13.32069016,1389.609985,9407,4.608713746,8317,0.739805556,-3.368857145,11.04532528,18704128,451882.6337,116.4350252,40.15447803,38.70000076,0,0,0.846732858,7.086060196,2.362020065,3.543030098,0,20.07717055,0,1.060871835,0.00279119,0,0.624507934,0,0,0,0.316035802,0.160760247,0,0,0.062110078,0,1.140908828,0,0,599,0.70742501,1.145283887,0,0.846732858,0.101673845,0.693052253,0.818501664,13230.2009,140.3513739,0,0
61,0.698436404,28.5277882,6.860379793,147.1332826,0,14430.5868,76.44024082,0.024810295,39.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,9398,5.063127041,7308,0.793190323,-3.362121105,11.05495358,20002328.58,452725.6598,116.444924,40.15442905,39.20000076,0,0,0.836974035,14.33736234,2.389560389,0,0,35.84340584,0,0.755982915,0.004941546,0,0.564217631,0,0,0.000705951,0.335096546,0.187943177,0,0,4.96E-06,0,1.03487539,0.548972039,0.65590092,913,1.090834318,1.548608037,0,0.836974035,0.102208045,0.722316912,0.863009941,14430.5868,147.1332826,0,0
62,0.676659564,65.85394789,36.30373897,15.47163363,0,13608.16366,62.20491362,0.031323249,39.40000153,5604.938965,1.819159269,574.0064697,15.21360302,1012.535339,2564.508057,13.28594494,13.28594494,1388.57251,9633,6.899429321,8116,0.899455,-3.411028862,10.99604702,18510682,453570.005,116.4548427,40.15382439,39.40000153,0,0,0.721232674,6.932575546,0,1.386515109,0,8.319090656,0,0.918427785,0.012287937,0,0.446073184,0,0,0,0.542957073,0.06402842,0,0,0,0,0.921733809,0.966976472,1.340727489,868,1.203495115,1.429538817,0,0.721232674,0.054703625,0.76555582,1.061454711,13608.16366,15.47163363,0,0
63,0.504822892,32.68655038,25.49310244,9.789876202,1,12855.7713,51.82017756,0.033037431,39.40000153,5604.65918,1.816389203,569.7735596,15.23384857,1012.98877,2565.999512,13.2953558,13.2953558,1388.582642,118852.678,5.532720566,7400,0.907317949,-2.566583849,11.80700646,19123238,454415.9649,116.4647814,40.15307563,39.40000153,0,0,0.578509708,0,6.914317846,0,0,3.457158923,0,0.636514168,0.010213463,0,0.615125341,0,0,0,0.269366423,0.406714075,0,0,0,0,1.064947884,0.849041572,1.467635822,164,0.283487032,1.43205121,0,0.578509708,0.028184141,0.145710233,0.251871717,12855.7713,9.789876202,0,0
64,0.620676757,24.79054217,1.048666794,4.850219454,2,12272.86884,42.1742332,0.037799228,39.40000153,5603.726563,1.823096633,567.7238159,15.19998169,1012.407349,2568.698242,13.24846363,13.24846363,1387.283936,9492,5.241379261,6051.811182,0.963906452,-3.495299816,10.8934679,20002328.58,455260.7952,116.4747068,40.15229366,39.40000153,0,0,0.429550409,16.29610832,0,0,0,9.312061897,0,0.655481774,0.004126683,0,0.557084831,0,0,0.02476005,0.15259518,0.404543136,0,0,0.004126636,0,1.11578853,2.654199532,6.179017581,171,0.398090646,0.380299224,0,0.429550409,0.006721057,0.020264961,0.047177142,12272.86884,4.850219454,0,0
65,0,0,0,0,1,12412.61432,24.99061197,0.025661188,39.5,5604.858398,1.82544589,563.6026001,15.18974876,1012.412292,2572.063477,13.21656418,13.21656418,1386.557983,9459,5.030134678,6051.811182,1,-2.566583849,11.80700646,20002328.58,456090.9595,116.4844599,40.15149324,39.5,0,0,0.273077515,14.64785558,0,0,0,0,0,-1.00E-10,0.002163703,0,0.039835174,0,0,0,0.61491626,0.056737424,0,0,0,0,0.603478028,1.243653912,4.554215721,316,1.15718059,0.045709051,0,0.273077515,0,0,0,12412.61432,0,0,0
66,0,0,0,0,1,3525.012543,45.23189539,0.060530542,39.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,18625,23.53930917,6051.811182,1,-2.566583849,11.80700646,20002328.58,456812.2259,116.4929347,40.15064756,39.40000153,0,0,0.081075288,37.00264354,0,0,0,12.33421451,0,0.562335144,0.014575915,0,0.682089521,0,0,0,0.240741714,0.321079231,0,0,0,0,1.030187398,0.150105016,1.851427462,31,0.38236065,0.07641163,0,0.081075288,0,0,0,3525.012543,0,0,0
67,0.765495356,25.65402297,3.324231936,60.37519499,2,8583.230229,56.98040906,0.035113929,37.5,5619.273926,1.788594127,604.0186157,15.14554501,1009.479492,2539.381348,13.38264751,13.38264751,1399.785156,118852.678,5.232656638,6051.811182,0.773423529,-2.337046385,12.19524765,17382838,428201.8986,116.1571087,40.14393517,37.5,0,0,0.480660893,12.48281291,0,0,0,4.160937638,0,0.562335144,0.008606737,0.018816085,0.824841833,0,0,0,0.349763804,0.14193331,0,0,0,0,0.919054699,1.340385099,2.788629403,243,0.505553923,0.260670011,0,0.480660893,0.045401057,0.160563474,0.334047301,8583.230229,60.37519499,0,0
68,0.633642442,26.34207093,4.435659519,141.1781952,1,21989.38858,40.85619767,0.020406139,38,5618.938965,1.791468918,605.302124,15.14675903,1009.61142,2539.898438,13.38247395,13.38247395,1399.214661,9250,4.38819921,7643,0.823566667,-2.404325485,12.11931324,20002328.58,428874.8568,116.1649959,40.14499902,38,0,0,0.945543709,6.345555412,2.115185137,0,3.172777706,7.403147981,0,1.276257364,0,0,0.967249902,0,0,0,0.589011347,0.063787889,0,0,0,0,0.519533871,1.080903793,1.143155819,477,0.504471655,1.69825871,0,0.945543709,0.067507763,0.479063183,0.506653662,21989.38858,141.1781952,0,3.172777706
69,0.979786423,25.8726964,3.366664509,28.62927109,0,47277.04521,16.29730294,0.019137975,38.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,3.446867168,5528,0.951133333,-2.56781888,11.92531013,15705549,429726.6608,116.1749959,40.14499902,38.20000076,0,0,0.945540904,2.115191412,0,0,0,2.115191412,0,0.69314718,0.005625093,0,1,0,0,0,0.879985945,0.068124621,0,0,0,0,0.324657632,0,0,43,0.045476615,0.06762777,0,0.945540904,0.007169559,0.050111151,0.052997338,47277.04521,28.62927109,0,0
70,0.656045197,26.44681952,4.62547252,116.379276,0,36366.85127,22.57544457,0.018101259,38.20000076,5617.781494,1.791578054,606.506958,15.16013432,1009.914063,2539.528809,13.39525366,13.39525366,1398.959473,10030,4.355674148,5993,0.831660759,-2.482736111,12.03596306,15705549,430578.4644,116.1849959,40.14499902,38.20000076,0,0,0.945538133,3.172796416,0,0,0,6.345592832,0,0.636514168,0.003124981,0,0.975635711,0,0,0,0.718402216,0.022499241,0,0,0,0,0.365053291,0.802525837,0.848750366,524,0.554181774,0.15155268,0,0.945538133,0.067701417,0.48187564,0.509631102,36366.85127,116.379276,0,0
71,0.609781455,27.25851839,5.72482817,174.8247528,1,20555.1173,45.22229315,0.024611519,38.29999924,5618.427979,1.796086371,606.8190613,15.15387297,1009.969971,2541.112549,13.38507175,13.38507175,1398.206482,123318,5.858166297,6908,0.79645493,-2.566583849,11.80700646,16480972,431430.2677,116.1949959,40.14499902,38.29999924,0,0,0.945535396,26.44004667,1.057601867,0,1.057601867,30.67045414,0,0.844575357,0.003749883,0,0.951298622,0,0,0.000624972,0.441356446,0.067461453,0,0,0.013688204,0,0.674668737,2.024829224,2.141463167,1393,1.473239401,0.843117217,0,0.945535396,0.105934796,0.7782913,0.823122332,20555.1173,174.8247528,0,1.057601867
72,0.596071447,28.11786858,6.949110048,80.18876777,0,16025.97784,54.58855065,0.022031786,38.70000076,5617.333008,1.796073139,607.5140686,15.16681433,1010.266449,2540.937622,13.39637232,13.39637232,1397.951538,136252,5.476986647,7200,0.879836905,-2.498934984,12.02231026,16412472,432282.0706,116.2049959,40.14499902,38.70000076,0,0,0.945532693,2.115209782,0,0,0,12.69125869,0,0.410116318,0.009386533,0,1,0,0,0,0.540345944,0.067518297,0,0,0.008186921,0,0.597754287,0.500542873,0.529376591,430,0.454770103,0.387117464,0,0.945532693,0.058482689,0.443402123,0.468944254,16025.97784,80.18876777,0,0
73,0.49938396,27.27183887,4.692747592,64.18220133,1,14326.21247,58.69198991,0.026266193,39.20000076,5616.237305,1.796480179,608.0731812,15.17684221,1010.507446,2540.918823,13.40419054,13.40419054,1397.630981,7779,7.736311038,7510,0.888577632,-2.606273651,11.89677238,16287420,433133.8732,116.2149959,40.14499902,39.20000076,0,0,0.945530023,1.057607877,5.288039384,1.057607877,0,13.7489024,0,0.926155713,0.005627622,0,0.692302929,0,0.233492292,0,0.585122782,0.106157429,0,0.000625033,0.000625031,0,1.184275354,3.349659033,3.542625778,463,0.489672447,1.06311575,0,0.945530023,0.071854174,0.530311064,0.560861158,14326.21247,64.18220133,0,0
74,0.845069447,40.10524786,22.37077906,50.32799017,7,21489.2588,32.16903501,0.022355625,39.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,12.60403736,7890,0.74342875,-2.612074614,11.89557552,17431636,433985.6754,116.2249959,40.14499902,39.59999847,0,0,0.945527387,2.11522165,4.2304433,3.172832475,0,14.80655155,0,1.084445899,0.000625026,0,0.023118669,0,0.950838921,0,0.520648794,0.046296791,0,0,0,0,0.621706488,4.840823897,5.119707756,725,0.766767848,1.975705462,0,0.945527387,0.107514271,1.183863738,1.252067104,21489.2588,50.32799017,0,0
